name,phone,website,address,rating,reviews,timings,timestamp
ELECTRIC KARMA Indian Cuisine,+1 323-653-2121,https://www.electrickarma.com/,"8222 W 3rd St, Los Angeles, CA 90048, United States",4.6,,"HoursELECTRIC KARMA Indian Cuisine11:30 am–3 pm, 4:30–10 pmWednesday11:30 am–3 pm, 4:30–10 pmThursday11:30 am–3 pm, 4:30–10 pmFriday11:30 am–3 pm, 4:30–11 pmSaturday11:30 am–3 pm, 4:30–11 pmSunday11:30 am–3 pm, 4:30–10 pmMonday11:30 am–3 pm, 4:30–10 pmTuesday11:30 am–3 pm, 4:30–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11:30 am–3 pm, 4:30–10 pmWednesday11:30 am–3 pm, 4:30–10 pmThursday11:30 am–3 pm, 4:30–10 pmFriday11:30 am–3 pm, 4:30–11 pmSaturday11:30 am–3 pm, 4:30–11 pmSunday11:30 am–3 pm, 4:30–10 pmMonday11:30 am–3 pm, 4:30–10 pmTuesday11:30 am–3 pm, 4:30–10 pmTakeout11:30 am–3 pm, 4:30–10 pmWednesday11:30 am–3 pm, 4:30–10 pmThursday11:30 am–3 pm, 4:30–10 pmFriday11:30 am–3 pm, 4:30–11 pmSaturday11:30 am–3 pm, 4:30–11 pmSunday11:30 am–3 pm, 4:30–10 pmMonday11:30 am–3 pm, 4:30–10 pmTuesday11:30 am–3 pm, 4:30–10 pmHours: Closed ⋅ Opens 11:30 am · More hoursWednesday11:30 am–3 pm, 4:30–10 pmThursday11:30 am–3 pm, 4:30–10 pmFriday11:30 am–3 pm, 4:30–11 pmSaturday11:30 am–3 pm, 4:30–11 pmSunday11:30 am–3 pm, 4:30–10 pmMonday11:30 am–3 pm, 4:30–10 pmTuesday11:30 am–3 pm, 4:30–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:01.198Z
ID (Idly Dosa) Cafe,+1 925-265-8410,http://www.dosa.company/,"2741 Lone Tree Wy, Antioch, CA 94509, United States",4.9,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5–9 pmThursday11:30 am–2:30 pm, 5–9 pmFriday11:30 am–2:30 pm, 5–9:30 pmSaturday11:30 am–2:30 pm, 5–9:30 pmSunday11:30 am–2:30 pm, 5–9 pmMondayClosedTuesday11:30 am–2:30 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:03.509Z
Baar Baar - LA,+1 213-266-8989,https://www.baarbaarla.com/,"705 W 9th St, Los Angeles, CA 90015, United States",4.3,,"Hours: Closed ⋅ Opens 5 pmWednesday5–10 pmThursday5–10 pmFriday5–10 pmSaturday5–10 pmSunday11:30 am–2:30 pm, 5–10 pmMondayClosedTuesday5–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:05.354Z
Rasoi,+1 209-858-4444,http://rasoi.kitchen/,"15106 S Harlan Rd, Lathrop, CA 95330, United States",4.1,,Hours: Closed ⋅ Opens 11 amWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:08.792Z
Tulsi Indian Eatery (Northridge),+1 818-626-9667,http://www.tulsieatery.com/,"19535 Nordhoff St Suite 50, Northridge, CA 91324, United States",4.2,,Hours: Closed ⋅ Opens 11 amWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:11.869Z
Madras Cafe Indian Restaurant & Catering,+1 858-246-7601,https://www.madrascafesd.com/,"10066 Pacific Heights Blvd #106, San Diego, CA 92121, United States",4.5,,"HoursMadras Cafe Indian Restaurant & Catering11 am–2:30 pm, 4–9 pmWednesday11 am–2:30 pm, 4–9 pmThursday11 am–9 pmFriday11 am–2:30 pm, 4–9 pmSaturday11 am–2:30 pm, 4–9 pmSunday11 am–9 pmMonday11 am–2:30 pm, 4–9 pmTuesday11 am–2:30 pm, 4–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Happy hours2:30–5 pmWednesday2:30–5 pmThursday2:30–5 pmFriday2:30–5 pmSaturdayClosedSundayClosedMonday2:30–5 pmTuesday2:30–5 pmTakeout11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–9 pmTuesday11 am–9 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–2:30 pm, 4–9 pmThursday11 am–9 pmFriday11 am–2:30 pm, 4–9 pmSaturday11 am–2:30 pm, 4–9 pmSunday11 am–9 pmMonday11 am–2:30 pm, 4–9 pmTuesday11 am–2:30 pm, 4–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:13.825Z
Desi Contemporary Indian Casual & Gabru Bar,+1 408-429-8098,https://www.eatatdesi.com/,"501 E Campbell Ave, Campbell, CA 95008, United States",4.0,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5:30–9:30 pmThursday11:30 am–2:30 pm, 5:30–9:30 pmFriday11:30 am–2:30 pm, 5:30–10 pmSaturday11:30 am–3:30 pm, 5:30–10 pmSunday11:30 am–3:30 pm, 5:30–9:30 pmMonday11:30 am–2:30 pm, 5:30–9:30 pmTuesday11:30 am–2:30 pm, 5:30–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:15.560Z
Saffron,+1 650-593-4269,https://www.thesaffronrestaurant.com/,"1143 San Carlos Ave, San Carlos, CA 94070, United States",4.2,,"HoursSaffron11:30 am–2:30 pm, 5–9 pmWednesday11:30 am–2:30 pm, 5–9 pmThursday11:30 am–2:30 pm, 5–9 pmFriday11:30 am–2:30 pm, 5–9 pmSaturday11:30 am–2:30 pm, 5–9 pmSunday11:30 am–2:30 pm, 5–9 pmMondayClosedTuesday11:30 am–2:30 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.BrunchClosed todayWednesdayClosedThursdayClosedFridayClosedSaturday11:30 am–2:30 pmSunday11:30 am–2:30 pmMondayClosedTuesdayClosedHours: Closed ⋅ Opens 11:30 am · More hoursWednesday11:30 am–2:30 pm, 5–9 pmThursday11:30 am–2:30 pm, 5–9 pmFriday11:30 am–2:30 pm, 5–9 pmSaturday11:30 am–2:30 pm, 5–9 pmSunday11:30 am–2:30 pm, 5–9 pmMondayClosedTuesday11:30 am–2:30 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:17.469Z
Mylapore South Indian Pleasanton,+1 925-425-7305,https://mylaporepleasanton.withbites.com/,"4825 Hopyard Rd f2, Pleasanton, CA 94588, United States",4.3,,Hours: Closed ⋅ Opens 8 amWednesday8 am–10 pmThursday8 am–10 pmFriday8 am–10 pmSaturday8 am–10 pmSunday8 am–10 pmMonday8 am–10 pmTuesday8 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:19.592Z
Dhaba,080 4040 0900,http://www.ramanashree.com/hotels/yelahanka-dining.php,"Ramanashree California Resort, Ananthapura Gate, Doddaballapur Road, Yelahanka, Bengaluru, Karnataka 560064",3.8,,Hours: Open ⋅ Closes 10:30 pmWednesday7 am–10:30 pmThursday7 am–10:30 pmFriday7 am–10:30 pmSaturday7 am–10:30 pmSunday7 am–10:30 pmMonday7 am–10:30 pmTuesday7 am–10:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:21.459Z
Manohar’s Delhi Palace,+1 626-964-0343,https://www.mdelhipalace.com/,"581 Azusa Way, La Puente, CA 91744, United States",4.4,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5–9 pmThursday11:30 am–2:30 pm, 5–9 pmFriday11:30 am–2:30 pm, 5–9 pmSaturday11:30 am–2:30 pm, 5–9 pmSunday11:30 am–2:30 pm, 5–9 pmMondayClosedTuesday11:30 am–2:30 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:23.279Z
The Taj Cafe,+1 805-652-1521,http://thetajcafeventura.com/,"574 E Main St, Ventura, CA 93001, United States",4.5,,HoursThe Taj Cafe11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–11 pmSaturday11:30 am–11 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Happy hours11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–11 pmSaturday11:30 am–11 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmDelivery11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–10:30 pmSaturday11:30 am–10:30 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmTakeout11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–11 pmSaturday11:30 am–11 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmDinner11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–11 pmSaturday11:30 am–11 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmHours: Closed ⋅ Opens 11:30 am · More hoursWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–11 pmSaturday11:30 am–11 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:25.464Z
ANARBAGH,+1 818-224-3929,https://www.anarbaghindiancuisine.com/,"22721 Ventura Blvd, Woodland Hills, CA 91364, United States",4.3,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–2:45 pm, 5–10 pmThursday11 am–2:45 pm, 5–10 pmFriday11 am–2:45 pm, 5–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–2:45 pm, 5–10 pmTuesday11 am–2:45 pm, 5–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:27.213Z
Aroma Indian Cuisine,+1 707-927-3347,http://www.aromanapa.com/,"3012 Jefferson St, Napa, CA 94558, United States",4.4,,Hours: Closed ⋅ Opens 10 amWednesday10 am–10 pmThursday10 am–10 pmFriday10 am–10 pmSaturday10 am–10 pmSunday10 am–10 pmMonday10 am–10 pmTuesday10 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:33.008Z
cali tandoor,+1 310-838-3000,https://calitandoor.square.site/,"10036 Venice Blvd., Culver City, CA 90232, United States",4.6,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–3 pm, 4:30–9:45 pmThursday11 am–3 pm, 4:30–9:45 pmFriday11 am–3 pm, 4:30–9:45 pmSaturday11 am–3 pm, 4:30–9:45 pmSunday11 am–3 pm, 4:30–9:45 pmMonday11 am–3 pm, 4:30–9:45 pmTuesday11 am–3 pm, 4:30–9:45 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:35.001Z
India's Clay Pit NoHo Indian Restaurant-North Hollywood,+1 818-980-5400,https://www.indiasclaypitnoho.com/,"5667 Lankershim Blvd, North Hollywood, CA 91601, United States",4.2,,HoursIndia's Clay Pit NoHo Indian Restaurant-North Hollywood11 am–2 amWednesday11 am–2 amThursday11 am–2 amFriday11 am–2 amSaturday1 pm–2 amSunday1 pm–2 amMonday11 am–2 amTuesday11 am–2 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Takeout11 am–2 amWednesday11 am–2 amThursday11 am–2 amFriday11 am–2 amSaturday1 pm–2 amSunday1 pm–2 amMonday11 am–2 amTuesday11 am–2 amUpdated by this business 10 weeks agoHours: Closed ⋅ Opens 11 am · More hoursUpdated by this business 10 weeks agoWednesday11 am–2 amThursday11 am–2 amFriday11 am–2 amSaturday1 pm–2 amSunday1 pm–2 amMonday11 am–2 amTuesday11 am–2 amUpdated by this business 10 weeks agoSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:37.138Z
Favorite Indian Restaurant,+1 510-583-7550,https://www.favoriteindia.com/,"24052 Mission Blvd, Hayward, CA 94544, United States",4.1,,"HoursFavorite Indian Restaurant11 am–10 pmWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesday11 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–2:30 pm, 5–9:30 pmWednesday11 am–2:30 pm, 5–9:30 pmThursday11 am–2:30 pm, 5–9:30 pmFriday11 am–2:30 pm, 5–9:30 pmSaturday11 am–2:30 pm, 5–9:30 pmSunday11 am–2:30 pm, 5–9:30 pmMonday11 am–2:30 pm, 5–9:30 pmTuesday11 am–2:30 pm, 5–9:30 pmTakeout11 am–2:30 pm, 5–9:30 pmWednesday11 am–2:30 pm, 5–9:30 pmThursday11 am–2:30 pm, 5–9:30 pmFriday11 am–2:30 pm, 5–9:30 pmSaturday11 am–2:30 pm, 5–9:30 pmSunday11 am–2:30 pm, 5–9:30 pmMonday11 am–2:30 pm, 5–9:30 pmTuesday11 am–2:30 pm, 5–9:30 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesday11 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:39.046Z
INDIAN DELICACIES,+1 209-323-4447,https://indiandelicacies-stockton.web.app/,"1304 E Hammer Ln #4, Stockton, CA 95210, United States",4.6,,HoursINDIAN DELICACIES10 am–9 pmWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–9 pmMonday10 am–9 pmTuesday10 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–9 pmTuesday11 am–7 pmHours: Closed ⋅ Opens 10 amDelivery: 11 am–9 pm · More hoursWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–9 pmMonday10 am–9 pmTuesday10 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:40.871Z
TUMBI Craft Indian Kitchen,+1 310-829-7200,,"115 Santa Monica Blvd, Santa Monica, CA 90401, United States",3.6,,Hours: Closed ⋅ Opens 4 pmWednesday4–10 pmThursday4–10 pmFriday4–10 pmSaturday4–10 pmSunday4–10 pmMonday4–10 pmTuesday4–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:42.925Z
Flavor of India West Hollywood,+1 323-745-5181,https://flavorofindia.com/,"7950 Sunset Blvd #105, Los Angeles, CA 90046, United States",4.6,,HoursFlavor of India West Hollywood11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–10 pmSaturday11:30 am–10 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Happy hours3–7 pmWednesday3–7 pmThursday3–7 pmFriday3–7 pmSaturday3–7 pmSunday3–7 pmMonday3–7 pmTuesday3–7 pmHours: Closed ⋅ Opens 11:30 am · More hoursWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–10 pmSaturday11:30 am–10 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesday11:30 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:44.876Z
Tulsi Indian Eatery,+1 213-537-4691,http://www.tulsieatery.com/,"408 Main St, Los Angeles, CA 90013, United States",4.2,,HoursTulsi Indian Eatery11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–9 pmTuesday11 am–9 pmOnline operating hours11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–9 pmTuesday11 am–9 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:46.684Z
Arth Bar & Kitchen - Indian Restaurant in Culver City,+1 424-603-4155,http://www.arthla.com/,"9531 Culver Blvd, Culver City, CA 90232, United States",4.4,,HoursArth Bar & Kitchen - Indian Restaurant in Culver City11:30 am–10 pmWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–10 pmSaturday11:30 am–10 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesdayClosedSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Dinner5–10 pmWednesday5–10 pmThursday5–10 pmFriday5–10 pmSaturday5–10 pmSunday5–10 pmMonday5–10 pmTuesdayClosedBrunchClosed todayWednesdayClosedThursdayClosedFridayClosedSaturday11:30 am–3 pmSunday11:30 am–3 pmMondayClosedTuesdayClosedHappy hours3–6:30 pmWednesday3–6:30 pmThursday3–6:30 pmFriday3–6:30 pmSaturdayClosedSundayClosedMonday3–6:30 pmTuesdayClosedLunch11:30 am–3 pmWednesday11:30 am–3 pmThursday11:30 am–3 pmFriday11:30 am–3 pmSaturdayClosedSundayClosedMonday11:30 am–3 pmTuesdayClosedHours: Closed ⋅ Opens 11:30 am · More hoursWednesday11:30 am–10 pmThursday11:30 am–10 pmFriday11:30 am–10 pmSaturday11:30 am–10 pmSunday11:30 am–10 pmMonday11:30 am–10 pmTuesdayClosedSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:48.475Z
Avatar's,+1 415-332-8083,https://avatarsrestaurant.square.site/,"2656 Bridgeway, Sausalito, CA 94965, United States",4.4,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–3 pm, 5–9:30 pmThursday11 am–3 pm, 5–9:30 pmFriday11 am–3 pm, 5–9:30 pmSaturday11 am–3 pm, 5–9:30 pmSundayClosedMonday11 am–3 pm, 5–9:30 pmTuesday11 am–3 pm, 5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:50.708Z
Aurum,+1 650-383-5221,http://www.aurumca.com/,"132 State St, Los Altos, CA 94022, United States",4.2,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5–9:30 pmThursday11:30 am–2:30 pm, 5–9:30 pmFriday11:30 am–2:30 pm, 5–10 pmSaturday11:30 am–2:30 pm, 5–10 pmSunday11:30 am–2:30 pm, 5–9:30 pmMonday11:30 am–2:30 pm, 5–9:30 pmTuesday11:30 am–2:30 pm, 5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:51:52.853Z
SALT - Indian Restaurant Bar & Grill,081058 82336,http://www.saltrestaurants.in/,"3rd Floor, VR Bengaluru, ITPL Main Rd, B Narayanapura, Whitefield, Bengaluru, Karnataka 560048",4.1,,HoursSALT - Indian Restaurant Bar & Grill11 am–11 pmWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–11 pmWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmHours: Open ⋅ Closes 11 pm · More hoursWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:54.974Z
Khan Saab Desi Craft Kitchen,+1 714-853-1081,http://khansaaboc.com/,"229 E Commonwealth Ave Unit A, Fullerton, CA 92832, United States",4.1,,Hours: Closed ⋅ Opens 4 pmWednesday4–11 pmThursday4–11 pmFriday4–11 pmSaturday2–11 pmSunday2–11 pmMonday4–11 pmTuesday4–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:56.866Z
Great Indian Cuisine,+1 408-654-9894,,"2026 Agnew Rd, Santa Clara, CA 95054, United States",3.9,,HoursGreat Indian Cuisine11 am–9:30 pmWednesday11 am–9:30 pmThursday11 am–9:30 pmFriday11 am–9:30 pmSaturday11 am–9:30 pmSundayClosedMonday11 am–9:30 pmTuesday11 am–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery5–10 pmWednesday5–10 pmThursday5–10 pmFriday5–10 pmSaturday5–10 pmSunday5–10 pmMonday5–10 pmTuesday5–10 pmHours: Closed ⋅ Opens 11 amDelivery: 5 pm–10 pm · More hoursWednesday11 am–9:30 pmThursday11 am–9:30 pmFriday11 am–9:30 pmSaturday11 am–9:30 pmSundayClosedMonday11 am–9:30 pmTuesday11 am–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:51:58.917Z
Om Indian Cuisine,+1 415-525-3705,https://www.omindianonline.com/,"1668 Haight St, San Francisco, CA 94117, United States",4.6,,"Hours: Closed ⋅ Opens 11 amUpdated by this business 11 weeks agoWednesday11 am–3 pm, 4:30 pm–12 amThursday11 am–3 pm, 4:30 pm–12 amFriday11 am–3 pm, 4:30 pm–12 amSaturday11 am–3 pm, 4:30 pm–12 amSunday11 am–3 pm, 4:30 pm–12 amMonday11 am–3 pm, 4:30 pm–12 amTuesday11 am–3 pm, 4:30 pm–12 amUpdated by this business 11 weeks agoSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:01.110Z
